date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:19:19	79833/79833	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:56:35%20GMT	https://www.w3schools.com/css/css_navbar.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_navbar.html	(from https://www.w3schools.com/css/default.asp)
22:19:19	68139/68139	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:38:52%20GMT	https://www.w3schools.com/css/css_dropdowns.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_dropdowns.html	(from https://www.w3schools.com/css/default.asp)
22:19:19	62774/62774	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2014:48:58%20GMT	https://www.w3schools.com/css/css_image_gallery.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_image_gallery.html	(from https://www.w3schools.com/css/default.asp)
22:19:20	63530/63530	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2014:35:45%20GMT	https://www.w3schools.com/css/css_image_sprites.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_image_sprites.html	(from https://www.w3schools.com/css/default.asp)
22:19:20	66725/66725	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2014:28:52%20GMT	https://www.w3schools.com/css/css_attribute_selectors.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_attribute_selectors.html	(from https://www.w3schools.com/css/default.asp)
22:19:20	72929/72929	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2018:11:15%20GMT	https://www.w3schools.com/css/css_form.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_form.html	(from https://www.w3schools.com/css/default.asp)
22:19:21	62568/62568	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2015:02:33%20GMT	https://www.w3schools.com/css/css_counters.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_counters.html	(from https://www.w3schools.com/css/default.asp)
22:19:21	67207/67207	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:11:24%20GMT	https://www.w3schools.com/css/css_website_layout.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_website_layout.html	(from https://www.w3schools.com/css/default.asp)
22:19:21	64589/64589	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:36:41%20GMT	https://www.w3schools.com/css/css_units.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_units.html	(from https://www.w3schools.com/css/default.asp)
22:19:22	62288/62288	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:17:43%20GMT	https://www.w3schools.com/css/css_specificity.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_specificity.html	(from https://www.w3schools.com/css/default.asp)
22:19:22	68859/68859	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2019:06:24%20GMT	https://www.w3schools.com/css/css3_borders.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_borders.html	(from https://www.w3schools.com/css/default.asp)
22:19:23	64965/64965	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2018:03:32%20GMT	https://www.w3schools.com/css/css3_border_images.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_border_images.html	(from https://www.w3schools.com/css/default.asp)
22:19:23	69386/69386	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2015:35:19%20GMT	https://www.w3schools.com/css/css3_backgrounds.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_backgrounds.html	(from https://www.w3schools.com/css/default.asp)
22:19:23	64080/64080	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:24:48%20GMT	https://www.w3schools.com/css/css3_colors.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_colors.html	(from https://www.w3schools.com/css/default.asp)
22:19:24	75616/75616	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2019:29:46%20GMT	https://www.w3schools.com/css/css3_gradients.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_gradients.html	(from https://www.w3schools.com/css/default.asp)
22:19:24	69126/69126	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:03:32%20GMT	https://www.w3schools.com/css/css3_shadows.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_shadows.html	(from https://www.w3schools.com/css/default.asp)
22:19:24	64795/64795	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2018:05:38%20GMT	https://www.w3schools.com/css/css3_text_effects.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_text_effects.html	(from https://www.w3schools.com/css/default.asp)
22:19:25	65337/65337	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2012:52:17%20GMT	https://www.w3schools.com/css/css3_fonts.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_fonts.html	(from https://www.w3schools.com/css/default.asp)
22:19:25	71998/71998	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2019:59:12%20GMT	https://www.w3schools.com/css/css3_2dtransforms.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_2dtransforms.html	(from https://www.w3schools.com/css/default.asp)
22:19:25	66413/66413	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2015:29:25%20GMT	https://www.w3schools.com/css/css3_3dtransforms.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_3dtransforms.html	(from https://www.w3schools.com/css/default.asp)
22:19:26	72096/72096	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2014:56:43%20GMT	https://www.w3schools.com/css/css3_transitions.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_transitions.html	(from https://www.w3schools.com/css/default.asp)
22:19:26	82143/82143	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2014:18:33%20GMT	https://www.w3schools.com/css/css3_animations.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_animations.html	(from https://www.w3schools.com/css/default.asp)
22:19:26	75152/75152	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2014:04:10%20GMT	https://www.w3schools.com/css/css_tooltip.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_tooltip.html	(from https://www.w3schools.com/css/default.asp)
22:19:27	86048/86048	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2018:46:08%20GMT	https://www.w3schools.com/css/css3_images.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_images.html	(from https://www.w3schools.com/css/default.asp)
22:19:27	63425/63425	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:28:10%20GMT	https://www.w3schools.com/css/css3_object-fit.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_object-fit.html	(from https://www.w3schools.com/css/default.asp)
22:19:27	76656/76656	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:39:03%20GMT	https://www.w3schools.com/css/css3_buttons.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_buttons.html	(from https://www.w3schools.com/css/default.asp)
22:19:28	68807/68807	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2018:06:05%20GMT	https://www.w3schools.com/css/css3_pagination.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_pagination.html	(from https://www.w3schools.com/css/default.asp)
22:19:28	67791/67791	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2019:06:40%20GMT	https://www.w3schools.com/css/css3_multiple_columns.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_multiple_columns.html	(from https://www.w3schools.com/css/default.asp)
22:19:28	63166/63166	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2018:30:05%20GMT	https://www.w3schools.com/css/css3_user_interface.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_user_interface.html	(from https://www.w3schools.com/css/default.asp)
22:19:29	64357/64357	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:16:58%20GMT	https://www.w3schools.com/css/css3_variables.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_variables.html	(from https://www.w3schools.com/css/default.asp)
22:19:29	62189/62189	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:12:36%20GMT	https://www.w3schools.com/css/css3_box-sizing.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_box-sizing.html	(from https://www.w3schools.com/css/default.asp)
22:19:29	90487/90487	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2018:04:28%20GMT	https://www.w3schools.com/css/css3_flexbox.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_flexbox.html	(from https://www.w3schools.com/css/default.asp)
22:19:30	62910/62910	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:10:06%20GMT	https://www.w3schools.com/css/css3_mediaqueries.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_mediaqueries.html	(from https://www.w3schools.com/css/default.asp)
22:19:30	70788/70788	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2015:38:18%20GMT	https://www.w3schools.com/css/css3_mediaqueries_ex.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css3_mediaqueries_ex.html	(from https://www.w3schools.com/css/default.asp)
22:19:34	60189/60189	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2018:58:52%20GMT	https://www.w3schools.com/css/css_rwd_intro.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_rwd_intro.html	(from https://www.w3schools.com/css/default.asp)
22:19:34	61323/61323	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:21:21%20GMT	https://www.w3schools.com/css/css_rwd_viewport.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_rwd_viewport.html	(from https://www.w3schools.com/css/default.asp)
22:19:35	66850/66850	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:50:08%20GMT	https://www.w3schools.com/css/css_rwd_grid.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_rwd_grid.html	(from https://www.w3schools.com/css/default.asp)
22:19:35	68459/68459	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2014:27:31%20GMT	https://www.w3schools.com/css/css_rwd_mediaqueries.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_rwd_mediaqueries.html	(from https://www.w3schools.com/css/default.asp)
22:19:35	66822/66822	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2016:49:37%20GMT	https://www.w3schools.com/css/css_rwd_images.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_rwd_images.html	(from https://www.w3schools.com/css/default.asp)
22:19:36	59162/59162	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2013:42:48%20GMT	https://www.w3schools.com/css/css_rwd_videos.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_rwd_videos.html	(from https://www.w3schools.com/css/default.asp)
22:19:36	62804/62804	---M-Z	200	added ('OK')	text/html	date:Mon,%2014%20Oct%202019%2017:17:08%20GMT	https://www.w3schools.com/css/css_rwd_frameworks.asp	C:/Users/11802988/Desktop/w3schools%20CSS%20offline/w3schools%20CSS%20offline/www.w3schools.com/css/css_rwd_frameworks.html	(from https://www.w3schools.com/css/default.asp)
